,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
15238,309717541,4,1,9.23,125.9257,-65.8114,0,TessLightCurve(TICID: 309717541)
12661,277300045,4,4,9.73,84.5399,-69.1059,0,TessLightCurve(TICID: 277300045)
14652,306505032,4,1,10.7,118.66,-71.5846,0,TessLightCurve(TICID: 306505032)
7758,150167643,4,2,13.19,93.498,-63.2064,0,TessLightCurve(TICID: 150167643)
467,4638974,2,2,12.97,141.3441,-37.1076,0,TessLightCurve(TICID: 4638974)
9464,179369970,4,4,8.9,79.9842,-71.4854,0,TessLightCurve(TICID: 179369970)
4948,95959143,1,1,9.55,136.6167,-11.5408,0,TessLightCurve(TICID: 95959143)
4397,76494115,3,1,9.35,140.5165,-45.6429,0,TessLightCurve(TICID: 76494115)
1536,25832776,2,2,10.73,145.6449,-31.7376,0,TessLightCurve(TICID: 25832776)
8632,170206627,3,3,8.35,102.1563,-46.0131,0,TessLightCurve(TICID: 170206627)
7152,146830441,2,1,11.81,124.3295,-32.1895,0,TessLightCurve(TICID: 146830441)
16673,349195106,4,1,8.89,108.688,-64.946,0,TessLightCurve(TICID: 349195106)
5156,114744336,2,4,8.92,131.8642,-13.2101,0,TessLightCurve(TICID: 114744336)
8774,174210704,3,2,7.33,114.0718,-40.5314,0,TessLightCurve(TICID: 174210704)
2457,38425946,4,3,9.66,60.7812,-63.1047,0,TessLightCurve(TICID: 38425946)
5635,130575760,3,3,9.91,105.5067,-46.8281,0,TessLightCurve(TICID: 130575760)
8182,155337656,2,1,14.58,123.2343,-24.4159,0,TessLightCurve(TICID: 155337656)
10314,218709302,2,1,13.62,124.4509,-23.6536,0,TessLightCurve(TICID: 218709302)
2241,33732017,4,4,8.72,61.435,-73.2805,0,TessLightCurve(TICID: 33732017)
19085,408382882,2,3,10.56,145.5556,-22.7594,0,TessLightCurve(TICID: 408382882)
297,1521462,1,2,6.32,149.4154,-16.5223,0,TessLightCurve(TICID: 1521462)
17308,350861314,4,2,10.36,90.5675,-59.237,0,TessLightCurve(TICID: 350861314)
19914,469349043,1,4,8.86,141.6914,1.0828,0,TessLightCurve(TICID: 469349041)
17200,350653658,4,2,10.98,87.7663,-57.6965,0,TessLightCurve(TICID: 350653658)
18422,386519419,1,2,10.71,144.3273,-17.1883,0,TessLightCurve(TICID: 386519419)
2177,33282859,1,2,9.86,149.564,-8.945,0,TessLightCurve(TICID: 33282859)
10077,189481469,2,3,9.4,143.1592,-25.5848,0,TessLightCurve(TICID: 189481469)
18503,389038380,1,4,9.44,141.9088,5.0955,0,TessLightCurve(TICID: 389038380)
1477,25669623,2,2,12.93,145.0923,-32.7509,0,TessLightCurve(TICID: 25669623)
3357,51867348,2,4,10.64,133.0752,-19.2211,0,TessLightCurve(TICID: 51867348)
2774,38825084,4,3,10.81,68.2622,-65.6536,0,TessLightCurve(TICID: 38825084)
600,11421324,2,3,4.26,146.0501,-27.7693,0,TessLightCurve(TICID: 11421324)
19609,434430460,2,3,8.0,139.3818,-18.2773,0,TessLightCurve(TICID: 434430460)
14703,306672035,4,1,10.18,120.5814,-68.2827,0,TessLightCurve(TICID: 306672035)
19802,455251131,1,3,9.53,145.9657,2.0556,0,TessLightCurve(TICID: 455251131)
340,1649491,1,1,9.18,131.6609,-5.1822,0,TessLightCurve(TICID: 1649491)
12264,270682916,1,4,12.59,137.2008,5.7734,0,TessLightCurve(TICID: 270682916)
727,13675348,1,1,10.8,133.3628,-9.6558,0,TessLightCurve(TICID: 13675348)
16010,340459465,3,4,10.45,115.6172,-59.352,0,TessLightCurve(TICID: 340459465)
505,5362024,2,3,8.71,139.0843,-18.625,0,TessLightCurve(TICID: 5362024)
8195,155573117,2,1,10.59,123.5154,-28.3239,0,TessLightCurve(TICID: 155573117)
11708,261399229,4,4,11.29,94.8018,-78.1475,0,TessLightCurve(TICID: 261399229)
19441,419237698,2,1,4.64,120.7673,-32.4635,0,TessLightCurve(TICID: 419237698)
17542,358806584,4,3,12.1,72.3004,-60.581,0,TessLightCurve(TICID: 358806584)
15959,340312324,3,4,12.86,114.7649,-59.7178,0,TessLightCurve(TICID: 340312324)
16663,349158553,4,1,7.84,108.4841,-63.0343,0,TessLightCurve(TICID: 349158553)
957,19489897,2,2,8.85,139.5936,-30.2848,0,TessLightCurve(TICID: 19489897)
17013,350332233,4,2,13.23,83.9769,-55.5713,0,TessLightCurve(TICID: 350332233)
19435,419031958,2,1,13.86,120.5231,-30.0799,0,TessLightCurve(TICID: 419031958)
15699,339635222,3,3,10.18,110.076,-56.3936,0,TessLightCurve(TICID: 339635222)
18889,404849302,4,4,8.79,85.108,-69.8584,0,TessLightCurve(TICID: 404849302)
12791,278729595,4,2,13.59,99.506,-59.4246,0,TessLightCurve(TICID: 278729595)
3284,51362994,1,1,5.75,128.8674,-7.9822,0,TessLightCurve(TICID: 51362994)
14443,300383677,4,1,11.03,111.2799,-69.6924,0,TessLightCurve(TICID: 300383677)
3799,55756813,4,3,10.79,74.9489,-65.1382,0,TessLightCurve(TICID: 55756813)
3751,55659311,4,3,9.78,74.1175,-64.4873,0,TessLightCurve(TICID: 55659311)
719,13627906,1,1,12.06,133.1297,-8.5909,0,TessLightCurve(TICID: 13627906)
16177,342345568,3,4,9.87,123.7599,-54.6244,0,TessLightCurve(TICID: 342345568)
10802,238005320,3,3,10.41,102.4623,-53.422,0,TessLightCurve(TICID: 238005320)
1889,30401301,4,4,10.67,74.6636,-71.6422,0,TessLightCurve(TICID: 30401301)
549,7847220,1,1,8.19,132.8999,-4.6668,0,TessLightCurve(TICID: 7847220)
12363,271642286,4,4,13.43,109.4014,-75.0598,0,TessLightCurve(TICID: 271642286)
15957,340257110,3,4,12.39,114.8171,-59.0989,0,TessLightCurve(TICID: 340257110)
17970,377060843,1,3,10.76,147.9907,6.4767,0,TessLightCurve(TICID: 377060843)
16487,348838355,1,2,5.09,148.3468,-17.926,0,TessLightCurve(TICID: 348838355)
7572,149902658,4,2,11.63,88.1974,-61.9355,0,TessLightCurve(TICID: 149902658)
5151,114743502,2,4,9.96,131.9022,-14.3237,0,TessLightCurve(TICID: 114743502)
2900,41029088,4,4,9.54,90.2295,-70.2754,0,TessLightCurve(TICID: 41029088)
8781,174318674,3,2,9.62,114.2571,-41.1524,0,TessLightCurve(TICID: 174318674)
13808,290651666,1,4,7.24,141.1055,4.7649,0,TessLightCurve(TICID: 290651666)
10891,238081051,3,3,9.93,104.8101,-52.0331,0,TessLightCurve(TICID: 238081051)
7095,146195283,3,1,9.12,133.416,-51.7171,0,TessLightCurve(TICID: 146195283)
3942,60023072,3,2,10.41,110.8686,-42.7969,0,TessLightCurve(TICID: 60023072)
8399,167344029,4,1,10.4,98.7599,-69.8642,0,TessLightCurve(TICID: 167344029)
8101,153524491,2,1,12.0,120.9426,-28.8318,0,TessLightCurve(TICID: 153524491)
15191,309616407,4,3,9.37,78.7094,-60.3359,0,TessLightCurve(TICID: 309616407)
8369,167306154,4,1,11.62,98.1873,-66.9475,0,TessLightCurve(TICID: 167306154)
1203,24970105,2,2,11.26,142.492,-29.9309,0,TessLightCurve(TICID: 24970105)
1940,30827424,3,1,16.73,134.7472,-42.9029,0,TessLightCurve(TICID: 30827424)
6266,141154638,4,4,13.96,80.9614,-76.976,0,TessLightCurve(TICID: 141154638)
5818,134184866,3,2,13.52,122.0399,-39.4837,0,TessLightCurve(TICID: 134184866)
2967,41464899,4,4,10.81,93.0855,-69.7178,0,TessLightCurve(TICID: 41464899)
171,1193554,2,4,9.19,136.0591,-14.9265,0,TessLightCurve(TICID: 1193554)
8448,167527011,4,2,13.82,100.7671,-60.1304,0,TessLightCurve(TICID: 167527011)
11106,255618166,3,3,10.28,97.6019,-51.2917,0,TessLightCurve(TICID: 255618166)
13760,290555544,1,4,6.39,139.9631,5.216,0,TessLightCurve(TICID: 290555544)
13398,284841859,3,2,9.71,116.2412,-44.3447,0,TessLightCurve(TICID: 284841859)
16819,349681567,4,1,10.21,112.7157,-60.9809,0,TessLightCurve(TICID: 349681567)
16646,349152387,4,1,11.22,108.079,-60.7992,0,TessLightCurve(TICID: 349152387)
10559,229864517,2,3,7.83,138.4467,-20.229,0,TessLightCurve(TICID: 229864517)
16268,344891734,1,3,12.0,151.1524,2.6927,0,TessLightCurve(TICID: 344891734)
8867,175253836,3,2,4.36,115.9257,-40.9347,0,TessLightCurve(TICID: 175253836)
10588,231083835,4,3,10.25,68.4115,-69.2284,0,TessLightCurve(TICID: 231083835)
13466,286040234,1,4,12.93,137.9401,0.5791,0,TessLightCurve(TICID: 286040234)
15023,308612237,3,4,11.24,121.6162,-61.4289,0,TessLightCurve(TICID: 308612237)
4681,81090603,3,2,9.41,122.7428,-44.2566,0,TessLightCurve(TICID: 81090603)
14136,294870403,4,3,6.68,71.6561,-68.5458,0,TessLightCurve(TICID: 294870403)
16072,340639933,3,4,11.0,116.6801,-57.4796,0,TessLightCurve(TICID: 340639933)
70,933907,2,4,9.1,130.2022,-16.0598,0,TessLightCurve(TICID: 933907)
1311,25153404,4,3,10.63,63.1266,-69.3085,0,TessLightCurve(TICID: 25153404)
19656,445324999,3,3,8.49,112.2039,-51.5168,0,TessLightCurve(TICID: 445324999)
9311,177349900,4,1,7.96,104.2659,-72.0372,0,TessLightCurve(TICID: 177349900)
15656,334511078,1,2,12.79,140.6952,-15.7913,0,TessLightCurve(TICID: 334511078)
7376,149391878,4,2,10.31,84.1376,-60.7584,0,TessLightCurve(TICID: 149391878)
18731,394701607,4,4,10.99,64.8383,-80.1209,0,TessLightCurve(TICID: 394701607)
10452,220425201,4,3,10.38,72.4509,-59.6542,0,TessLightCurve(TICID: 220425201)
8870,175255600,3,2,9.57,115.9627,-41.7547,0,TessLightCurve(TICID: 175255600)
8055,152320916,2,1,12.68,119.8532,-31.3172,0,TessLightCurve(TICID: 152320916)
4532,78132055,1,3,10.03,147.2747,-1.6951,0,TessLightCurve(TICID: 78132055)
7581,149930946,4,2,10.32,89.5795,-63.2598,0,TessLightCurve(TICID: 149930946)
5345,118909423,2,4,10.69,135.195,-21.5175,0,TessLightCurve(TICID: 118909423)
16278,344926261,1,3,9.32,151.5918,3.786,0,TessLightCurve(TICID: 344926261)
12631,277022505,4,4,11.14,83.765,-69.7506,0,TessLightCurve(TICID: 277022505)
5431,123145173,3,2,10.59,113.8726,-44.6825,0,TessLightCurve(TICID: 123145173)
13408,285021965,3,2,8.26,119.6284,-47.3921,0,TessLightCurve(TICID: 285021965)
12018,268641351,3,3,12.69,117.3736,-49.9193,0,TessLightCurve(TICID: 268641351)
11093,255588581,3,3,10.06,96.9464,-51.3998,0,TessLightCurve(TICID: 255588581)
15185,309613894,4,3,10.05,78.6956,-64.7004,0,TessLightCurve(TICID: 309613894)
12614,276863693,4,3,9.65,83.6799,-66.9023,0,TessLightCurve(TICID: 276863693)
17071,350434446,4,2,10.48,85.059,-55.2779,0,TessLightCurve(TICID: 350434446)
13814,290653404,1,4,10.2,141.2857,5.4696,0,TessLightCurve(TICID: 290653404)
4822,92835575,3,1,14.3,129.1538,-50.1811,0,TessLightCurve(TICID: 92835575)
12380,271698657,4,4,10.18,109.8162,-76.7998,0,TessLightCurve(TICID: 271698657)
13258,281575623,3,4,9.3,114.1981,-59.5935,0,TessLightCurve(TICID: 281575623)
13945,293935874,4,2,10.48,106.4894,-58.0018,0,TessLightCurve(TICID: 293935874)
5587,130097219,2,1,9.28,119.7468,-29.3079,0,TessLightCurve(TICID: 130097219)
13857,293224419,4,2,9.39,98.4163,-60.7129,0,TessLightCurve(TICID: 293224419)
19051,408308551,2,3,12.53,144.8403,-18.137,0,TessLightCurve(TICID: 408308551)
4237,70562091,2,3,9.81,139.2242,-26.4783,0,TessLightCurve(TICID: 70562091)
3898,56786058,2,1,14.24,127.3557,-32.1014,0,TessLightCurve(TICID: 56786058)
18871,401928964,3,1,12.11,136.273,-49.8404,0,TessLightCurve(TICID: 401928964)
10372,219211319,4,2,8.31,93.2218,-51.1642,0,TessLightCurve(TICID: 219211319)
17814,373250248,3,1,9.32,139.8292,-48.9965,0,TessLightCurve(TICID: 373250248)
13521,286248928,3,4,8.51,123.9735,-51.3211,0,TessLightCurve(TICID: 286248928)
16714,349311929,4,1,10.55,109.7592,-65.8629,0,TessLightCurve(TICID: 349311929)
8727,173674236,3,2,9.09,112.6423,-37.8863,0,TessLightCurve(TICID: 173674236)
1893,30407429,4,3,8.89,74.6093,-69.0735,0,TessLightCurve(TICID: 30407429)
4296,74535134,3,1,9.05,137.7083,-45.3085,0,TessLightCurve(TICID: 74535134)
5342,118908690,2,4,10.33,135.1202,-20.6611,0,TessLightCurve(TICID: 118908690)
12288,270708781,1,4,8.87,137.6515,1.787,0,TessLightCurve(TICID: 270708781)
15063,308668584,3,4,11.35,121.8571,-61.0907,0,TessLightCurve(TICID: 308668584)
3445,54778497,1,1,10.35,130.326,-7.8314,0,TessLightCurve(TICID: 54778497)
1308,25134442,4,3,10.83,62.3365,-67.1053,0,TessLightCurve(TICID: 25134442)
19321,413252895,2,3,8.13,144.1354,-22.4295,0,TessLightCurve(TICID: 413252895)
12824,278822664,4,2,11.37,100.0948,-57.8351,0,TessLightCurve(TICID: 278822664)
16403,347548491,2,4,9.95,133.7508,-14.2755,0,TessLightCurve(TICID: 347548491)
11860,262781908,1,4,11.2,141.4237,0.9991,0,TessLightCurve(TICID: 262781908)
5028,96174080,1,2,10.13,147.563,-10.7139,0,TessLightCurve(TICID: 96174080)
13475,286055732,1,4,9.91,138.0792,5.8314,0,TessLightCurve(TICID: 286055732)
18149,382245976,4,2,10.81,82.0879,-55.0105,0,TessLightCurve(TICID: 382245976)
5782,133424539,3,2,9.28,120.9649,-39.516,0,TessLightCurve(TICID: 133424539)
10186,191401283,2,2,14.49,135.2842,-38.0427,0,TessLightCurve(TICID: 191401283)
2950,41337525,4,1,10.39,92.4924,-67.3029,0,TessLightCurve(TICID: 41337525)
12548,275183297,1,4,9.6,143.996,5.0238,0,TessLightCurve(TICID: 275183297)
440,3777316,2,2,11.39,139.6748,-37.068,0,TessLightCurve(TICID: 3777316)
4409,76669161,3,1,15.37,140.7016,-46.7024,0,TessLightCurve(TICID: 76669161)
16360,347442175,1,1,9.13,133.1224,-11.9487,0,TessLightCurve(TICID: 347442175)
15569,332485531,2,4,10.56,136.3606,-15.8449,0,TessLightCurve(TICID: 332485531)
833,17843601,2,2,8.49,135.9229,-32.9119,0,TessLightCurve(TICID: 17843601)
4838,93387814,3,1,11.03,129.9008,-48.8806,0,TessLightCurve(TICID: 93387814)
15706,339636622,3,3,11.08,110.1657,-54.6984,0,TessLightCurve(TICID: 339636622)
13105,279430808,4,2,10.16,105.1121,-58.0457,0,TessLightCurve(TICID: 279430808)
7132,146614636,1,3,10.34,149.5581,-0.3641,0,TessLightCurve(TICID: 146614636)
6185,140943388,4,4,11.7,77.4132,-73.0561,0,TessLightCurve(TICID: 140943388)
6009,140529199,4,4,13.95,67.4287,-74.0887,0,TessLightCurve(TICID: 140529199)
16087,340702674,3,4,10.21,116.8318,-59.0523,0,TessLightCurve(TICID: 340702674)
15896,340174319,3,4,10.49,113.5853,-58.1346,0,TessLightCurve(TICID: 340174319)
7176,147287147,2,1,11.5,124.8751,-30.8242,0,TessLightCurve(TICID: 147287147)
13523,286255541,3,4,8.0,124.1529,-53.2139,0,TessLightCurve(TICID: 286255541)
3965,60377863,3,2,9.39,112.2293,-44.1397,0,TessLightCurve(TICID: 60377863)
6030,140580875,4,4,5.91,68.5643,-73.2085,0,TessLightCurve(TICID: 140580875)
12552,275185321,1,3,16.13,147.7589,1.0756,0,TessLightCurve(TICID: 275185321)
6410,141528280,4,4,9.81,87.6195,-75.0947,0,TessLightCurve(TICID: 141528280)
4427,77478128,1,4,9.62,141.6886,-2.2536,0,TessLightCurve(TICID: 77478128)
10374,219213742,4,2,6.8,93.424,-51.6677,0,TessLightCurve(TICID: 219213742)
17940,375088647,4,1,11.09,100.3313,-63.8427,0,TessLightCurve(TICID: 375088647)
8407,167364585,4,1,9.23,99.1955,-68.3967,0,TessLightCurve(TICID: 167364585)
376,2018876,2,4,11.93,133.2908,-24.5242,0,TessLightCurve(TICID: 2018876)
6572,141823882,4,4,9.29,93.0043,-74.514,0,TessLightCurve(TICID: 141823882)
3454,54842797,1,1,10.11,130.4672,-7.3411,0,TessLightCurve(TICID: 54842797)
2019,31280293,3,1,9.25,135.3938,-47.8332,0,TessLightCurve(TICID: 31280293)
9117,176955610,4,1,10.09,100.7595,-68.9055,0,TessLightCurve(TICID: 176955610)
10936,238159192,3,3,8.57,106.3762,-49.8708,0,TessLightCurve(TICID: 238159192)
15163,309151373,3,4,5.4,123.9359,-60.0572,0,TessLightCurve(TICID: 309151373)
17696,370040241,4,3,9.39,65.7833,-67.8813,0,TessLightCurve(TICID: 370040241)
17857,374857047,4,2,10.71,88.2955,-64.2285,0,TessLightCurve(TICID: 374857047)
1145,24537809,2,2,14.01,141.1675,-30.4387,0,TessLightCurve(TICID: 24537809)
14297,300034351,4,1,11.6,107.5294,-69.7651,0,TessLightCurve(TICID: 300034351)
19190,410242957,2,4,12.73,134.0711,-23.449,0,TessLightCurve(TICID: 410242957)
15969,340316343,3,4,10.61,115.1091,-55.9258,0,TessLightCurve(TICID: 340316343)
10071,189476579,2,3,9.86,143.066,-28.7029,0,TessLightCurve(TICID: 189476579)
1079,21953971,2,3,10.1,147.4429,-26.6207,0,TessLightCurve(TICID: 21953971)
19727,453034679,1,3,9.51,144.6592,0.3119,0,TessLightCurve(TICID: 453034679)
18210,382515629,4,1,8.15,117.3766,-62.0877,0,TessLightCurve(TICID: 382515629)
2762,38813997,4,3,9.6,67.6793,-60.3061,0,TessLightCurve(TICID: 38813997)
265,1408827,2,1,15.19,131.8033,-26.5022,0,TessLightCurve(TICID: 1408827)
12083,269858473,4,4,12.0,71.4233,-79.9177,0,TessLightCurve(TICID: 269858473)
10904,238091951,3,3,14.47,105.2108,-52.0157,0,TessLightCurve(TICID: 238091951)
6599,141910178,4,4,11.27,94.3017,-77.5576,0,TessLightCurve(TICID: 141910178)
17128,350559515,4,2,7.74,86.5961,-55.9368,0,TessLightCurve(TICID: 350559515)
17837,373779371,4,4,10.24,81.3888,-69.3722,0,TessLightCurve(TICID: 373779371)
13745,290514175,1,4,9.24,139.5332,2.7467,0,TessLightCurve(TICID: 290514175)
19889,461765698,3,1,13.73,138.6723,-50.5795,0,TessLightCurve(TICID: 461765698)
9082,176873469,4,4,10.29,101.1002,-72.6725,0,TessLightCurve(TICID: 176873469)
12251,270677163,4,2,12.8,87.6326,-53.629,0,TessLightCurve(TICID: 270677163)
1001,19975104,1,1,10.76,136.7323,-10.9504,0,TessLightCurve(TICID: 19975104)
13115,279477819,4,2,8.21,105.3097,-56.825,0,TessLightCurve(TICID: 279477819)
12834,278824614,4,2,9.83,100.3115,-58.3687,0,TessLightCurve(TICID: 278824614)
18955,405451015,1,2,4.63,143.2324,-13.5168,0,TessLightCurve(TICID: 405451015)
13457,286000384,1,2,10.13,139.7052,-15.629,0,TessLightCurve(TICID: 286000384)
7445,149540525,4,2,8.39,86.3013,-62.9169,0,TessLightCurve(TICID: 149540525)
12389,271726834,4,4,10.38,110.904,-76.6698,0,TessLightCurve(TICID: 271726834)
6794,142830508,1,1,10.3,138.9041,-5.6309,0,TessLightCurve(TICID: 142830508)
4034,60785171,1,1,12.64,139.1002,-9.1984,0,TessLightCurve(TICID: 60785171)
7931,150430837,4,2,9.25,97.2143,-60.5344,0,TessLightCurve(TICID: 150430837)
9165,177036769,4,1,9.85,102.5781,-66.9763,0,TessLightCurve(TICID: 177036769)
2213,33359513,1,2,13.24,150.4553,-10.6162,0,TessLightCurve(TICID: 33359513)
15227,309700460,4,3,10.76,79.4061,-64.8978,0,TessLightCurve(TICID: 309700460)
10404,220404668,4,3,11.25,69.7486,-59.5034,0,TessLightCurve(TICID: 220404668)
690,13480756,1,1,6.62,132.4188,-8.6384,0,TessLightCurve(TICID: 13480756)
15006,308543986,4,1,11.58,121.1686,-64.4978,0,TessLightCurve(TICID: 308543986)
8586,167811187,4,1,10.21,104.9301,-63.895,0,TessLightCurve(TICID: 167811187)
17518,358467192,3,4,11.09,119.1796,-60.9096,0,TessLightCurve(TICID: 358467192)
15647,332711701,1,2,10.35,150.501,-17.0616,0,TessLightCurve(TICID: 332711701)
5642,130644016,3,3,10.68,106.0766,-45.3742,0,TessLightCurve(TICID: 130644016)
4016,60730655,1,1,9.23,138.6572,-6.7941,0,TessLightCurve(TICID: 60730655)
19565,432082933,2,3,9.49,136.659,-22.3687,0,TessLightCurve(TICID: 432082933)
17995,380035747,3,3,9.44,109.9254,-50.7634,0,TessLightCurve(TICID: 380035747)
17942,375089653,4,2,9.39,100.1783,-62.057,0,TessLightCurve(TICID: 375089653)
1504,25712530,2,2,11.35,145.2437,-32.4002,0,TessLightCurve(TICID: 25712530)
1082,22014428,2,3,13.75,147.6484,-25.6773,0,TessLightCurve(TICID: 22014428)
19926,471012741,1,1,9.51,133.5237,-13.1282,0,TessLightCurve(TICID: 347508671)
16390,347510254,2,4,12.07,133.5231,-14.6654,0,TessLightCurve(TICID: 347510254)
14886,308306928,3,4,12.71,120.2442,-60.3354,0,TessLightCurve(TICID: 308306928)
1492,25671745,2,2,7.7,145.0084,-30.4997,0,TessLightCurve(TICID: 25671745)
6061,140609384,4,4,9.87,71.3679,-74.2803,0,TessLightCurve(TICID: 140609384)
7069,145868335,2,1,4.9,123.1558,-35.1465,0,TessLightCurve(TICID: 145868335)
8207,155807948,2,1,8.05,123.7715,-29.2417,0,TessLightCurve(TICID: 155807948)
2827,38909532,4,3,11.04,69.723,-62.7604,0,TessLightCurve(TICID: 38909532)
11616,260981689,4,4,8.26,75.227,-81.3789,0,TessLightCurve(TICID: 260981689)
10697,237927462,4,3,9.96,58.0116,-64.7946,0,TessLightCurve(TICID: 237927462)
254,1403170,1,2,10.99,140.3345,-14.4547,0,TessLightCurve(TICID: 1403170)
14051,294232020,2,4,9.57,132.8424,-20.2927,0,TessLightCurve(TICID: 294232020)
110,1036998,2,4,9.9,130.3707,-13.4858,0,TessLightCurve(TICID: 1036998)
14411,300324587,4,1,8.42,110.5624,-66.3009,0,TessLightCurve(TICID: 300324587)
14145,294873470,4,3,10.83,71.9195,-66.1326,0,TessLightCurve(TICID: 294873470)
19367,415533543,2,4,10.56,131.4203,-18.1603,0,TessLightCurve(TICID: 415533543)
11197,255784888,3,3,9.13,99.8684,-53.1686,0,TessLightCurve(TICID: 255784888)
1749,29761402,4,3,10.78,64.5929,-69.4938,0,TessLightCurve(TICID: 29761402)
14733,306773646,4,1,10.23,121.1328,-66.9739,0,TessLightCurve(TICID: 306773646)
12486,272188971,4,1,10.42,116.5158,-72.5654,0,TessLightCurve(TICID: 272188971)
3916,59534248,3,3,8.23,109.1714,-46.3548,0,TessLightCurve(TICID: 59534248)
2298,33839863,4,4,12.23,64.7147,-72.7511,0,TessLightCurve(TICID: 33839863)
9904,186979808,2,2,8.91,134.201,-30.1838,0,TessLightCurve(TICID: 186979808)
7881,150360551,4,2,10.18,96.4116,-62.0737,0,TessLightCurve(TICID: 150360551)
16613,349057812,4,1,9.67,107.2801,-64.4665,0,TessLightCurve(TICID: 349057812)
8732,173677723,3,2,8.85,112.6586,-39.873,0,TessLightCurve(TICID: 173677723)
3845,56153015,2,1,14.61,126.7289,-32.7201,0,TessLightCurve(TICID: 56153015)
8974,176445751,2,4,11.34,131.8872,-18.963,0,TessLightCurve(TICID: 176445751)
15150,309062208,3,4,13.14,123.1894,-61.2306,0,TessLightCurve(TICID: 309062208)
16923,350027153,4,1,11.11,114.9327,-64.7616,0,TessLightCurve(TICID: 350027153)
10819,238017946,3,3,12.04,102.983,-53.4009,0,TessLightCurve(TICID: 238017946)
11288,260079188,4,2,9.53,92.1201,-54.5809,0,TessLightCurve(TICID: 260079188)
5374,119075594,2,3,10.64,136.0577,-23.4866,0,TessLightCurve(TICID: 119075594)
18050,381974611,4,3,11.07,77.1652,-59.2708,0,TessLightCurve(TICID: 381974611)
7963,150467051,3,2,9.07,117.6,-34.6149,0,TessLightCurve(TICID: 150467051)
15162,309150857,3,4,13.61,123.6879,-60.1233,0,TessLightCurve(TICID: 309150857)
17023,350335941,4,2,11.27,84.2686,-58.1404,0,TessLightCurve(TICID: 350335941)
9903,186978886,2,2,14.81,134.1649,-30.2521,0,TessLightCurve(TICID: 186978886)
2224,33714406,4,4,11.26,60.3678,-73.6966,0,TessLightCurve(TICID: 33714406)
15320,312023873,1,4,9.22,139.4488,8.8566,0,TessLightCurve(TICID: 312023873)
8412,167366577,4,1,10.05,99.3661,-66.4948,0,TessLightCurve(TICID: 167366577)
13112,279476396,4,2,5.72,105.2708,-58.9391,0,TessLightCurve(TICID: 279476396)
2102,32090208,4,3,10.81,58.4624,-69.9267,0,TessLightCurve(TICID: 32090208)
11911,265280498,1,4,10.44,133.07,3.8453,0,TessLightCurve(TICID: 265280498)
18753,396794267,1,2,13.05,147.525,-14.9786,0,TessLightCurve(TICID: 396794267)
15186,309614824,4,3,9.29,78.6034,-63.6114,0,TessLightCurve(TICID: 309614824)
19598,432160276,2,3,6.52,137.5956,-23.1767,0,TessLightCurve(TICID: 432160276)
16444,348755332,1,1,10.58,134.1125,-13.6157,0,TessLightCurve(TICID: 348755332)
3082,46904090,1,2,13.89,142.9421,-9.2411,0,TessLightCurve(TICID: 46904090)
6403,141494666,3,1,14.15,129.7499,-46.7912,0,TessLightCurve(TICID: 141494666)
11099,255594852,4,2,9.59,97.1926,-53.308,0,TessLightCurve(TICID: 255594852)
19632,434454469,2,3,9.87,139.7449,-23.0509,0,TessLightCurve(TICID: 434454469)
3286,51364462,1,1,9.79,128.9462,-5.8945,0,TessLightCurve(TICID: 51364462)
18754,396795019,1,2,8.11,147.4897,-12.799,0,TessLightCurve(TICID: 396795019)
1787,29829638,4,3,11.65,66.2062,-68.3694,0,TessLightCurve(TICID: 29829638)
5537,126787197,3,1,10.31,136.9016,-48.1915,0,TessLightCurve(TICID: 126787197)
1374,25280998,2,2,11.62,143.781,-30.823,0,TessLightCurve(TICID: 25280998)
8157,154831139,2,1,15.54,122.4417,-27.5668,0,TessLightCurve(TICID: 154831139)
8894,175319940,1,3,9.72,152.3347,-4.1795,0,TessLightCurve(TICID: 175319940)
5742,132453193,3,2,7.94,119.7796,-41.5852,0,TessLightCurve(TICID: 132453193)
3939,59897771,3,2,10.11,110.5603,-42.9746,0,TessLightCurve(TICID: 59897771)
8093,153354287,2,1,13.29,120.7228,-27.9192,0,TessLightCurve(TICID: 153354287)
8990,176605174,2,4,9.6,132.4327,-18.1417,0,TessLightCurve(TICID: 176605174)
8933,175606752,3,2,9.69,116.7332,-38.3559,0,TessLightCurve(TICID: 175606752)
11580,260843628,3,4,9.95,118.9091,-59.1562,0,TessLightCurve(TICID: 260843628)
10883,238076730,3,3,10.64,104.7499,-50.6755,0,TessLightCurve(TICID: 238076730)
7397,149456070,3,2,9.34,116.0541,-32.9517,0,TessLightCurve(TICID: 149456070)
11888,264930585,3,4,9.41,117.9156,-57.8678,0,TessLightCurve(TICID: 264930585)
2119,32151066,4,3,12.05,59.1266,-67.2267,0,TessLightCurve(TICID: 32151066)
4816,92665164,3,1,8.21,128.9023,-48.5482,0,TessLightCurve(TICID: 92665164)
6641,141980517,4,4,7.18,96.4178,-72.0431,0,TessLightCurve(TICID: 141980517)
19902,469010543,1,4,7.18,144.5939,7.7089,0,TessLightCurve(TICID: 469010543)
9151,177022242,4,1,10.73,102.2733,-67.6987,0,TessLightCurve(TICID: 177022242)
13580,289332466,2,4,8.8,130.8613,-15.6146,0,TessLightCurve(TICID: 289332466)
